source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P78556,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P78556,CCL20,protein,18,True,False,True,False,False,receptor,receptor,Cellinker;iTALK;EMBRACE;HGNC;GO_Intercell;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P80162,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P80162,CXCL6,protein,18,True,False,True,False,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P10145,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P10145,CXCL8,protein,17,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P09341,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P09341,CXCL1,protein,18,True,False,True,False,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P19875,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P19875,CXCL2,protein,18,True,False,True,False,False,receptor,receptor,connectomeDB2020;iTALK;HGNC;ICELLNET;CellTalkDB;LRdb;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P19876,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P19876,CXCL3,protein,18,True,False,True,False,False,receptor,receptor,iTALK;CellCellInteractions;EMBRACE;GO_Intercell;HPMR;CellTalkDB;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P42830,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P42830,CXCL5,protein,17,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P02775,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P02775,PPBP,protein,17,True,False,True,False,False,receptor,receptor,Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;Surfaceome;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
O43927,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,O43927,CXCL13,protein,18,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P01189,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01189,POMC,protein,16,True,False,True,False,False,receptor,receptor,HGNC;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P01213,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01213,PDYN,protein,13,True,False,True,False,False,receptor,receptor,talklr;Cellinker;connectomeDB2020;iTALK;EMBRACE;HPMR;CellTalkDB;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P01210,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01210,PENK,protein,14,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P04083,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P04083,ANXA1,protein,12,True,False,True,False,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
Q8IVG9,Q14831,False,False,False,False,False,0,,LRdb;Reactome_LRdb,post_translational,,,2,1,ligand,ligand,,generic,functional,resource_specific,Q8IVG9,MT-RNR2,protein,3,True,False,True,False,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P0DJI8,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P0DJI8,SAA1,protein,13,True,False,True,False,False,receptor,receptor,CellPhoneDB;Adhesome;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P22466,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P22466,GAL,protein,15,True,False,True,False,False,receptor,receptor,Cellinker;Zhong2015;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P20382,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P20382,PMCH,protein,14,True,False,True,False,False,receptor,receptor,Cellinker;Zhong2015;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
Q5H8A3,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q5H8A3,NMS,protein,12,True,False,True,False,False,receptor,receptor,talklr;Cellinker;scConnect;connectomeDB2020;iTALK;CellCellInteractions;EMBRACE;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P48645,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P48645,NMU,protein,12,True,False,True,False,False,receptor,receptor,talklr;Cellinker;scConnect;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
Q13519,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q13519,PNOC,protein,12,True,False,True,False,False,receptor,receptor,MCAM;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
Q8NG41,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q8NG41,NPB,protein,11,True,False,True,False,False,receptor,receptor,Adhesome;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
Q8N729,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q8N729,NPW,protein,10,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P01303,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01303,NPY,protein,15,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
Q8WXF3,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q8WXF3,RLN3,protein,15,True,False,True,False,False,receptor,receptor,Cellinker;Zhong2015;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
Q9Y5Q6,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,Q9Y5Q6,INSL5,protein,16,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
O00230,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,O00230,CORT,protein,14,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P61278,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P61278,SST,protein,16,True,False,True,False,False,receptor,receptor,scConnect;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;CellPhoneDB;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P10082,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P10082,PYY,protein,15,True,False,True,False,False,receptor,receptor,Cellinker;scConnect;connectomeDB2020;iTALK;Almen2009;CellCellInteractions;EMBRACE;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P01298,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P01298,PPY,protein,15,True,False,True,False,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P02776,Q14831,False,False,False,False,False,1,CellTalkDB:32196115,CellTalkDB;LRdb;Reactome_LRdb,post_translational,32196115,1,3,2,ligand,ligand,,generic,functional,resource_specific,P02776,PF4,protein,15,True,False,True,False,False,receptor,receptor,Cellinker;Zhong2015;OmniPath,generic,functional,resource_specific,Q14831,GRM7,protein,8,False,True,False,True,False
P06241,P00533,True,False,True,True,False,1,ProtMapper:11160627,NCI-PID_ProtMapper;ProtMapper;Wang,post_translational,11160627,1,3,2,ligand,ligand,OmniPath,generic,functional,resource_specific,P06241,FYN,protein,2,True,False,False,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
P46531,P00533,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,OmniPath,generic,functional,resource_specific,P46531,NOTCH1,protein,1,True,False,False,True,False,receptor,receptor,Cellinker;OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
P11487,P00533,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,MCAM;OmniPath,generic,functional,resource_specific,P11487,FGF3,protein,17,True,False,True,False,False,receptor,receptor,Cellinker;Zhong2015;OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
P04637,P00533,True,False,True,True,False,1,SPIKE:18431400,SPIKE;Wang,post_translational,18431400,1,2,2,ligand,ligand,OmniPath,generic,functional,resource_specific,P04637,TP53,protein,1,True,False,False,False,False,receptor,receptor,talklr;Cellinker;scConnect;connectomeDB2020;CellCall;iTALK;Almen2009;CellCellInteractions;HGNC;CellPhoneDB;GO_Intercell;HPMR;ICELLNET;CellChatDB;CellTalkDB;Surfaceome;Ramilowski2015;LRdb;Baccin2019;SignaLink_function;OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
P05019,P00533,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,OmniPath,generic,functional,resource_specific,P05019,IGF1,protein,19,True,False,True,False,False,receptor,receptor,OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
P25445,P00533,True,False,True,True,False,1,HPRD:12586732,HPRD;Wang,post_translational,12586732,1,2,2,ligand,ligand,Cellinker;Zhong2015;HGNC;OmniPath,generic,functional,resource_specific,P25445,FAS,protein,1,True,False,True,True,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
P21583,P00533,True,False,True,True,False,0,,CellCall,post_translational,,,1,1,ligand,ligand,Baccin2019;OmniPath,generic,functional,resource_specific,P21583,KITLG,protein,19,True,False,True,True,False,receptor,receptor,scConnect;OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
P01133,P00533,True,False,True,True,False,124,AlzPathway:18270696;Baccin2019:10788520;Baccin2019:12093292;Baccin2019:12297050;Baccin2019:12620237;Baccin2019:15620700;Baccin2019:16274239;Baccin2019:6289330;BioGRID:12093292;BioGRID:26280537;CancerCellMap:3494473;CellTalkDB:12093292;DIP:10085134;DIP:10970856;DIP:11684674;DIP:17697999;DIP:18427122;DIP:21822280;DIP:26280537;DIP:8663535;HPMR:6289330;HPRD:10788520;HPRD:12093292;HPRD:12297050;HPRD:12620237;HPRD:15620700;HPRD:16274239;ICELLNET:8639530;IntAct:12297050;IntAct:12620237;IntAct:17697999;IntAct:21439278;IntAct:21822280;IntAct:25241761;IntAct:26280537;IntAct:2790960;IntAct:28988771;IntAct:30083275;IntAct:9135143;LRdb:10788520;LRdb:12093292;LRdb:12297050;LRdb:12620237;LRdb:15620700;LRdb:16274239;LRdb:6289330;Lit-BM-17:10085134;Lit-BM-17:10970856;Lit-BM-17:11684674;Lit-BM-17:12093292;Lit-BM-17:12297050;Lit-BM-17:12620237;Lit-BM-17:17697999;Lit-BM-17:18271526;Lit-BM-17:18427122;Lit-BM-17:19531499;Lit-BM-17:21439278;Lit-BM-17:23597562;Lit-BM-17:25080504;Lit-BM-17:25241761;Lit-BM-17:25453753;Lit-BM-17:26280537;Lit-BM-17:2790960;Lit-BM-17:8663535;NetPath:19531499;NetPath:3494473;ProtMapper:11116185;ProtMapper:12771140;ProtMapper:14568001;ProtMapper:15708576;ProtMapper:15958209;ProtMapper:16729043;ProtMapper:16843263;ProtMapper:17081983;ProtMapper:17563729;ProtMapper:17575160;ProtMapper:17971399;ProtMapper:18253097;ProtMapper:18320059;ProtMapper:18762250;ProtMapper:19129184;ProtMapper:19135477;ProtMapper:19531623;ProtMapper:19895983;ProtMapper:20813200;ProtMapper:20953304;ProtMapper:21107857;ProtMapper:21303971;ProtMapper:21311755;ProtMapper:21532939;ProtMapper:21649524;ProtMapper:21722395;ProtMapper:21858221;ProtMapper:22216880;ProtMapper:22260327;ProtMapper:23185569;ProtMapper:23613900;ProtMapper:23912460;ProtMapper:23950932;ProtMapper:24096486;ProtMapper:24709886;ProtMapper:25366117;ProtMapper:26821125;ProtMapper:26921391;ProtMapper:27387652;ProtMapper:27462018;ProtMapper:27564112;ProtMapper:29617357;ProtMapper:30197274;SIGNOR:12297050;SIGNOR:12648462;SPIKE:20458382;SignaLink3:10085134;SignaLink3:10209155;SignaLink3:19531499;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:10788520;connectomeDB2020:12093292;connectomeDB2020:12297050;connectomeDB2020:12620237;connectomeDB2020:15620700;connectomeDB2020:16274239;connectomeDB2020:6289330,AlzPathway;BEL-Large-Corpus_ProtMapper;Baccin2019;BioGRID;CancerCellMap;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;KEGG-MEDICUS;Kirouac2010;LRdb;Lit-BM-17;NetPath;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;SPIKE;STRING_talklr;SignaLink3;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10085134;10209155;10788520;10970856;11116185;11684674;12093292;12297050;12620237;12648462;12771140;14568001;15620700;15708576;15958209;16274239;16729043;16843263;17081983;17563729;17575160;17697999;17971399;18253097;18270696;18271526;18320059;18427122;18762250;19129184;19135477;19531499;19531623;19895983;20458382;20813200;20953304;21071413;21107857;21303971;21311755;21439278;21532939;21649524;21722395;21822280;21858221;22216880;22260327;23185569;23331499;23597562;23613900;23912460;23950932;24096486;24709886;25080504;25241761;25366117;25453753;26280537;26821125;26921391;27387652;27462018;27564112;2790960;28988771;29617357;30083275;30197274;3494473;6289330;8639530;8663535;9135143,77,43,30,ligand,ligand,CellChatDB;Cellinker;GO_Intercell;UniProt_location;OmniPath,generic,functional,resource_specific,P01133,EGF,protein,19,True,False,True,True,False,receptor,receptor,connectomeDB2020;HPMR;LRdb;OmniPath,generic,functional,resource_specific,P00533,EGFR,protein,23,False,True,True,True,False
